consulta,tipo_api,tempo_ms,tamanho_bytes,timestamp,numero_consulta,complexidade,num_endpoints,data,hora,minuto,periodo_dia,ordem_execucao
Consulta 4 - Lista,REST,805.23,53183,2025-11-26 14:17:42.363775,4,Média,1,2025-11-26,14,17,Tarde,208
Consulta 4 - Lista,REST,823.64,53183,2025-11-26 14:17:44.190164,4,Média,1,2025-11-26,14,17,Tarde,209
Consulta 4 - Lista,REST,858.24,53183,2025-11-26 14:17:46.050351,4,Média,1,2025-11-26,14,17,Tarde,210
Consulta 4 - Lista,REST,824.0,53183,2025-11-26 14:17:47.876677,4,Média,1,2025-11-26,14,17,Tarde,211
Consulta 4 - Lista,REST,698.68,53183,2025-11-26 14:17:49.577292,4,Média,1,2025-11-26,14,17,Tarde,212
Consulta 4 - Lista,REST,753.76,53183,2025-11-26 14:17:51.333378,4,Média,1,2025-11-26,14,17,Tarde,213
Consulta 4 - Lista,GraphQL,612.2,971,2025-11-26 14:17:52.947727,4,Média,1,2025-11-26,14,17,Tarde,214
Consulta 4 - Lista,GraphQL,881.93,971,2025-11-26 14:17:54.831346,4,Média,1,2025-11-26,14,17,Tarde,215
Consulta 4 - Lista,REST,761.67,53183,2025-11-26 14:17:56.595316,4,Média,1,2025-11-26,14,17,Tarde,216
Consulta 4 - Lista,REST,857.53,53183,2025-11-26 14:17:58.455589,4,Média,1,2025-11-26,14,17,Tarde,217
Consulta 4 - Lista,GraphQL,701.3,971,2025-11-26 14:18:00.158805,4,Média,1,2025-11-26,14,18,Tarde,218
Consulta 4 - Lista,GraphQL,589.31,971,2025-11-26 14:18:01.749693,4,Média,1,2025-11-26,14,18,Tarde,219
Consulta 4 - Lista,REST,693.39,53183,2025-11-26 14:18:03.444608,4,Média,1,2025-11-26,14,18,Tarde,220
Consulta 4 - Lista,REST,770.96,53183,2025-11-26 14:18:05.217347,4,Média,1,2025-11-26,14,18,Tarde,221
Consulta 4 - Lista,REST,761.14,53183,2025-11-26 14:18:06.980489,4,Média,1,2025-11-26,14,18,Tarde,222
Consulta 4 - Lista,GraphQL,639.55,971,2025-11-26 14:18:08.622197,4,Média,1,2025-11-26,14,18,Tarde,223
Consulta 4 - Lista,REST,865.94,53183,2025-11-26 14:18:10.489726,4,Média,1,2025-11-26,14,18,Tarde,224
Consulta 4 - Lista,GraphQL,626.14,971,2025-11-26 14:18:12.118734,4,Média,1,2025-11-26,14,18,Tarde,225
Consulta 4 - Lista,REST,730.43,53183,2025-11-26 14:18:13.851409,4,Média,1,2025-11-26,14,18,Tarde,226
Consulta 4 - Lista,REST,773.32,53183,2025-11-26 14:18:15.626655,4,Média,1,2025-11-26,14,18,Tarde,227
Consulta 4 - Lista,REST,811.51,53183,2025-11-26 14:18:17.440251,4,Média,1,2025-11-26,14,18,Tarde,228
Consulta 4 - Lista,GraphQL,601.39,971,2025-11-26 14:18:19.042199,4,Média,1,2025-11-26,14,18,Tarde,229
Consulta 4 - Lista,GraphQL,788.33,971,2025-11-26 14:18:20.833293,4,Média,1,2025-11-26,14,18,Tarde,230
Consulta 4 - Lista,REST,700.23,53183,2025-11-26 14:18:22.535642,4,Média,1,2025-11-26,14,18,Tarde,231
Consulta 4 - Lista,GraphQL,615.28,971,2025-11-26 14:18:24.153337,4,Média,1,2025-11-26,14,18,Tarde,232
Consulta 4 - Lista,GraphQL,591.69,971,2025-11-26 14:18:25.747192,4,Média,1,2025-11-26,14,18,Tarde,233
Consulta 4 - Lista,GraphQL,749.22,971,2025-11-26 14:18:27.498559,4,Média,1,2025-11-26,14,18,Tarde,234
Consulta 4 - Lista,GraphQL,536.19,971,2025-11-26 14:18:29.037440,4,Média,1,2025-11-26,14,18,Tarde,235
Consulta 4 - Lista,GraphQL,576.72,971,2025-11-26 14:18:30.616160,4,Média,1,2025-11-26,14,18,Tarde,236
Consulta 4 - Lista,GraphQL,652.67,971,2025-11-26 14:18:32.269458,4,Média,1,2025-11-26,14,18,Tarde,237
Consulta 4 - Lista,REST,759.29,53183,2025-11-26 14:18:34.031610,4,Média,1,2025-11-26,14,18,Tarde,238
Consulta 4 - Lista,GraphQL,678.33,971,2025-11-26 14:18:35.712610,4,Média,1,2025-11-26,14,18,Tarde,239
Consulta 4 - Lista,GraphQL,697.32,971,2025-11-26 14:18:37.411319,4,Média,1,2025-11-26,14,18,Tarde,240
Consulta 5 - Aninhada,REST,1084.46,31290,2025-11-26 14:18:39.496104,5,Alta,2,2025-11-26,14,18,Tarde,241
Consulta 5 - Aninhada,REST,1088.41,31290,2025-11-26 14:18:41.585658,5,Alta,2,2025-11-26,14,18,Tarde,242
Consulta 5 - Aninhada,GraphQL,591.99,2576,2025-11-26 14:18:43.179349,5,Alta,2,2025-11-26,14,18,Tarde,243
Consulta 5 - Aninhada,REST,1125.06,31290,2025-11-26 14:18:45.304571,5,Alta,2,2025-11-26,14,18,Tarde,244
Consulta 5 - Aninhada,GraphQL,542.75,2576,2025-11-26 14:18:46.849760,5,Alta,2,2025-11-26,14,18,Tarde,245
Consulta 5 - Aninhada,GraphQL,789.71,2576,2025-11-26 14:18:48.641118,5,Alta,2,2025-11-26,14,18,Tarde,246
Consulta 5 - Aninhada,REST,1086.2,31290,2025-11-26 14:18:50.728508,5,Alta,2,2025-11-26,14,18,Tarde,247
Consulta 5 - Aninhada,GraphQL,515.0,2576,2025-11-26 14:18:52.246382,5,Alta,2,2025-11-26,14,18,Tarde,248
Consulta 5 - Aninhada,REST,1127.41,31290,2025-11-26 14:18:54.375259,5,Alta,2,2025-11-26,14,18,Tarde,249
Consulta 5 - Aninhada,REST,1113.67,31290,2025-11-26 14:18:56.490308,5,Alta,2,2025-11-26,14,18,Tarde,250
Consulta 5 - Aninhada,REST,1164.06,31290,2025-11-26 14:18:58.655397,5,Alta,2,2025-11-26,14,18,Tarde,251
Consulta 5 - Aninhada,GraphQL,527.66,2576,2025-11-26 14:19:00.184283,5,Alta,2,2025-11-26,14,19,Tarde,252
Consulta 5 - Aninhada,REST,1114.96,31290,2025-11-26 14:19:02.300600,5,Alta,2,2025-11-26,14,19,Tarde,253
Consulta 5 - Aninhada,GraphQL,543.9,2576,2025-11-26 14:19:03.846279,5,Alta,2,2025-11-26,14,19,Tarde,254
Consulta 5 - Aninhada,GraphQL,916.29,2576,2025-11-26 14:19:05.764393,5,Alta,2,2025-11-26,14,19,Tarde,255
Consulta 5 - Aninhada,GraphQL,582.39,2576,2025-11-26 14:19:07.349038,5,Alta,2,2025-11-26,14,19,Tarde,256
Consulta 5 - Aninhada,GraphQL,581.24,2576,2025-11-26 14:19:08.932679,5,Alta,2,2025-11-26,14,19,Tarde,257
Consulta 5 - Aninhada,GraphQL,538.92,2576,2025-11-26 14:19:10.473616,5,Alta,2,2025-11-26,14,19,Tarde,258
Consulta 5 - Aninhada,REST,1131.62,31290,2025-11-26 14:19:12.606509,5,Alta,2,2025-11-26,14,19,Tarde,259
Consulta 5 - Aninhada,GraphQL,546.34,2576,2025-11-26 14:19:14.154171,5,Alta,2,2025-11-26,14,19,Tarde,260
Consulta 5 - Aninhada,REST,1186.57,31290,2025-11-26 14:19:16.341619,5,Alta,2,2025-11-26,14,19,Tarde,261
Consulta 5 - Aninhada,REST,1141.25,31290,2025-11-26 14:19:18.483424,5,Alta,2,2025-11-26,14,19,Tarde,262
Consulta 5 - Aninhada,GraphQL,562.47,2576,2025-11-26 14:19:20.047582,5,Alta,2,2025-11-26,14,19,Tarde,263
Consulta 5 - Aninhada,REST,1090.0,31290,2025-11-26 14:19:22.138487,5,Alta,2,2025-11-26,14,19,Tarde,264
Consulta 5 - Aninhada,GraphQL,589.53,2576,2025-11-26 14:19:23.730024,5,Alta,2,2025-11-26,14,19,Tarde,265
Consulta 5 - Aninhada,REST,1263.64,31290,2025-11-26 14:19:25.994453,5,Alta,2,2025-11-26,14,19,Tarde,266
Consulta 5 - Aninhada,REST,1156.15,31290,2025-11-26 14:19:28.151415,5,Alta,2,2025-11-26,14,19,Tarde,267
Consulta 5 - Aninhada,GraphQL,545.42,2576,2025-11-26 14:19:29.698511,5,Alta,2,2025-11-26,14,19,Tarde,268
Consulta 5 - Aninhada,REST,1075.52,31290,2025-11-26 14:19:31.775031,5,Alta,2,2025-11-26,14,19,Tarde,269
Consulta 5 - Aninhada,GraphQL,564.95,2576,2025-11-26 14:19:33.343328,5,Alta,2,2025-11-26,14,19,Tarde,270
Consulta 5 - Aninhada,REST,1364.6,31290,2025-11-26 14:19:35.708513,5,Alta,2,2025-11-26,14,19,Tarde,271
Consulta 5 - Aninhada,REST,1131.65,31290,2025-11-26 14:19:37.841105,5,Alta,2,2025-11-26,14,19,Tarde,272
Consulta 5 - Aninhada,REST,1189.61,31290,2025-11-26 14:19:40.031600,5,Alta,2,2025-11-26,14,19,Tarde,273
Consulta 5 - Aninhada,REST,1088.29,31290,2025-11-26 14:19:42.120280,5,Alta,2,2025-11-26,14,19,Tarde,274
Consulta 5 - Aninhada,REST,1121.0,31290,2025-11-26 14:19:44.241569,5,Alta,2,2025-11-26,14,19,Tarde,275
Consulta 5 - Aninhada,GraphQL,575.48,2576,2025-11-26 14:19:45.819042,5,Alta,2,2025-11-26,14,19,Tarde,276
Consulta 5 - Aninhada,REST,1128.01,31290,2025-11-26 14:19:47.948560,5,Alta,2,2025-11-26,14,19,Tarde,277
Consulta 5 - Aninhada,GraphQL,556.94,2576,2025-11-26 14:19:49.507078,5,Alta,2,2025-11-26,14,19,Tarde,278
Consulta 5 - Aninhada,REST,1165.07,31290,2025-11-26 14:19:51.673121,5,Alta,2,2025-11-26,14,19,Tarde,279
Consulta 5 - Aninhada,REST,1079.32,31290,2025-11-26 14:19:53.754474,5,Alta,2,2025-11-26,14,19,Tarde,280
Consulta 5 - Aninhada,GraphQL,535.2,2576,2025-11-26 14:19:55.291608,5,Alta,2,2025-11-26,14,19,Tarde,281
Consulta 5 - Aninhada,GraphQL,536.56,2576,2025-11-26 14:19:56.829157,5,Alta,2,2025-11-26,14,19,Tarde,282
Consulta 5 - Aninhada,GraphQL,586.03,2576,2025-11-26 14:19:58.417796,5,Alta,2,2025-11-26,14,19,Tarde,283
Consulta 5 - Aninhada,REST,1209.42,31290,2025-11-26 14:20:00.628048,5,Alta,2,2025-11-26,14,20,Tarde,284
Consulta 5 - Aninhada,GraphQL,568.26,2576,2025-11-26 14:20:02.198842,5,Alta,2,2025-11-26,14,20,Tarde,285
Consulta 5 - Aninhada,REST,1127.68,31290,2025-11-26 14:20:04.327070,5,Alta,2,2025-11-26,14,20,Tarde,286
Consulta 5 - Aninhada,GraphQL,545.93,2576,2025-11-26 14:20:05.875731,5,Alta,2,2025-11-26,14,20,Tarde,287
Consulta 5 - Aninhada,REST,1094.26,31290,2025-11-26 14:20:07.970805,5,Alta,2,2025-11-26,14,20,Tarde,288
Consulta 5 - Aninhada,GraphQL,567.95,2576,2025-11-26 14:20:09.541177,5,Alta,2,2025-11-26,14,20,Tarde,289
Consulta 5 - Aninhada,REST,1117.77,31290,2025-11-26 14:20:11.660641,5,Alta,2,2025-11-26,14,20,Tarde,290
Consulta 5 - Aninhada,GraphQL,541.87,2576,2025-11-26 14:20:13.205229,5,Alta,2,2025-11-26,14,20,Tarde,291
Consulta 5 - Aninhada,GraphQL,668.43,2576,2025-11-26 14:20:14.875657,5,Alta,2,2025-11-26,14,20,Tarde,292
Consulta 5 - Aninhada,GraphQL,603.99,2576,2025-11-26 14:20:16.481650,5,Alta,2,2025-11-26,14,20,Tarde,293
Consulta 5 - Aninhada,GraphQL,553.8,2576,2025-11-26 14:20:18.036641,5,Alta,2,2025-11-26,14,20,Tarde,294
Consulta 5 - Aninhada,REST,1128.26,31290,2025-11-26 14:20:20.166581,5,Alta,2,2025-11-26,14,20,Tarde,295
Consulta 5 - Aninhada,GraphQL,560.76,2576,2025-11-26 14:20:21.729418,5,Alta,2,2025-11-26,14,20,Tarde,296
Consulta 5 - Aninhada,GraphQL,543.44,2576,2025-11-26 14:20:23.275569,5,Alta,2,2025-11-26,14,20,Tarde,297
Consulta 5 - Aninhada,REST,1158.87,31290,2025-11-26 14:20:25.435656,5,Alta,2,2025-11-26,14,20,Tarde,298
Consulta 5 - Aninhada,REST,1129.41,31290,2025-11-26 14:20:27.565891,5,Alta,2,2025-11-26,14,20,Tarde,299
Consulta 5 - Aninhada,GraphQL,571.17,2576,2025-11-26 14:20:29.139344,5,Alta,2,2025-11-26,14,20,Tarde,300
