name,owner,url,stars,age_days,merged_prs,total_releases,days_since_update,primary_language,total_issues,closed_issues,closed_issues_ratio,forks,description
Deep-Live-Cam,hacksider,https://github.com/hacksider/Deep-Live-Cam,72613,696,85,8,0,Python,986,917,0.9300202839756593,10488,real time face swap and one-click video deepfake with only a single image
nest,nestjs,https://github.com/nestjs/nest,72320,3119,7406,10000,0,TypeScript,5673,5644,0.9948880662788648,7987,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀"
markitdown,microsoft,https://github.com/microsoft/markitdown,72080,280,147,14,0,Python,323,69,0.21362229102167182,3929,Python tool for converting files and office documents to Markdown.
d2l-zh,d2l-ai,https://github.com/d2l-ai/d2l-zh,71814,2919,1018,16,0,Python,0,0,0,11813,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。
stable-diffusion,CompVis,https://github.com/CompVis/stable-diffusion,71353,1106,5,0,0,Jupyter Notebook,727,195,0.26822558459422285,10498,A latent text-to-image diffusion model
clash-verge-rev,clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,71033,638,319,49,0,TypeScript,3774,3664,0.9708532061473238,5367,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience"
gemini-cli,google-gemini,https://github.com/google-gemini/gemini-cli,70788,125,1892,46,0,TypeScript,3519,2010,0.5711849957374254,7203,An open-source AI agent that brings the power of Gemini directly into your terminal.
screenshot-to-code,abi,https://github.com/abi/screenshot-to-code,70762,645,0,0,0,Python,0,0,0,8761,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue)
Front-End-Checklist,thedaviddias,https://github.com/thedaviddias/Front-End-Checklist,70670,2865,0,1,0,Unknown,0,0,0,6539,🗂 The perfect Front-End Checklist for modern websites and meticulous developers
redis,redis,https://github.com/redis/redis,70540,5996,0,96,0,C,0,0,0,24190,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine."
moby,moby,https://github.com/moby/moby,70501,4597,0,10000,0,Go,0,0,0,18799,The Moby Project - a collaborative project for the container ecosystem to assemble container-based systems
flask,pallets,https://github.com/pallets/flask,70196,5615,0,37,0,Python,0,0,0,16524,The Python micro framework for building web applications.
Ventoy,ventoy,https://github.com/ventoy/Ventoy,70000,1989,0,10000,0,C,0,0,0,4447,A new bootable USB solution.
cs-video-courses,Developer-Y,https://github.com/Developer-Y/cs-video-courses,69608,3225,0,0,0,Unknown,0,0,0,9369,List of Computer Science courses with video lectures.
grafana,grafana,https://github.com/grafana/grafana,69543,4270,0,10000,0,TypeScript,0,0,0,12873,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more. "
awesome-react,enaqx,https://github.com/enaqx/awesome-react,69493,4032,0,0,0,Unknown,0,0,0,7407,A collection of awesome things regarding React ecosystem
reveal.js,hakimel,https://github.com/hakimel/reveal.js,69441,5188,0,49,0,JavaScript,0,0,0,16740,The HTML Presentation Framework
awesome-machine-learning,josephmisiti,https://github.com/josephmisiti/awesome-machine-learning,69388,4054,0,0,0,Python,0,0,0,15052,"A curated list of awesome Machine Learning frameworks, libraries and software."
PayloadsAllTheThings,swisskyrepo,https://github.com/swisskyrepo/PayloadsAllTheThings,69331,3228,0,5,0,Python,0,0,0,15825,A list of useful payloads and bypass for Web Application Security and Pentest/CTF
strapi,strapi,https://github.com/strapi/strapi,69205,3612,0,10000,0,TypeScript,0,0,0,8879,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable, and developer-first."
gpt_academic,binary-husky,https://github.com/binary-husky/gpt_academic,69137,884,0,32,0,Python,0,0,0,8366,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
swift,swiftlang,https://github.com/swiftlang/swift,68970,3589,0,60,0,C++,0,0,0,10518,The Swift Programming Language
tesseract,tesseract-ocr,https://github.com/tesseract-ocr/tesseract,68963,4026,0,34,0,C++,0,0,0,10135,Tesseract Open Source OCR Engine (main repository)
protobuf,protocolbuffers,https://github.com/protocolbuffers/protobuf,68848,4012,0,10000,0,C++,0,0,0,15829,Protocol Buffers - Google's data interchange format
cpython,python,https://github.com/python/cpython,68459,3113,0,0,0,Python,0,0,0,32673,The Python programming language
node,base,https://github.com/base/node,68446,931,0,54,0,Go,0,0,0,2758,Everything required to run your own Base node
browser-use,browser-use,https://github.com/browser-use/browser-use,68237,293,976,73,0,Python,1055,550,0.5213270142180095,7902,🌐 Make websites accessible for AI agents. Automate tasks online with ease.
sherlock,sherlock-project,https://github.com/sherlock-project/sherlock,68114,2431,641,1,0,Python,1074,970,0.9031657355679702,7862,Hunt down social media accounts by username across social networks
imgui,ocornut,https://github.com/ocornut/imgui,67700,4048,398,10000,0,C++,6534,5524,0.8454239363330273,11135,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies
superset,apache,https://github.com/apache/superset,67660,3683,14823,10000,0,TypeScript,11627,11163,0.9600928872452051,15535,Apache Superset is a Data Visualization and Data Exploration Platform
express,expressjs,https://github.com/expressjs/express,67557,5899,459,10000,0,JavaScript,3990,3885,0.9736842105263158,20320,"Fast, unopinionated, minimalist web framework for node."
openai-cookbook,openai,https://github.com/openai/openai-cookbook,67298,1259,862,0,0,Jupyter Notebook,598,557,0.931438127090301,11179,Examples and guides for using the OpenAI API
new-pac,Alvin9999,https://github.com/Alvin9999/new-pac,67209,3437,0,0,0,Python,1769,1333,0.7535330695308083,10271,翻墙-科学上网、自由上网、免费科学上网、免费翻墙、fanqiang、油管youtube/视频下载、软件、VPN、一键翻墙浏览器，vps一键搭建翻墙服务器脚本/教程，免费shadowsocks/ss/ssr/v2ray/goflyway账号/节点，翻墙梯子，电脑、手机、iOS、安卓、windows、Mac、Linux、路由器翻墙、科学上网、youtube视频下载、youtube油管镜像/免翻墙网站、美区apple id共享账号、翻墙-科学上网-梯子
awesome-mcp-servers,punkpeye,https://github.com/punkpeye/awesome-mcp-servers,66746,263,920,0,0,Unknown,102,74,0.7254901960784313,5380,A collection of MCP servers.
cs-self-learning,PKUFlyingPig,https://github.com/PKUFlyingPig/cs-self-learning,66582,1400,295,5,0,HTML,213,104,0.48826291079812206,7557,计算机自学指南
LLMs-from-scratch,rasbt,https://github.com/rasbt/LLMs-from-scratch,66438,759,388,0,0,Jupyter Notebook,172,168,0.9767441860465116,9318,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
Chart.js,chartjs,https://github.com/chartjs/Chart.js,66400,4539,0,10000,0,JavaScript,0,0,0,11964,Simple HTML5 Charts using the <canvas> tag
obs-studio,obsproject,https://github.com/obsproject/obs-studio,66304,4341,0,10000,0,C,0,0,0,8627,OBS Studio - Free and open source software for live streaming and screen recording
caddy,caddyserver,https://github.com/caddyserver/caddy,66271,3872,0,10000,0,Go,0,0,0,4459,Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS
localsend,localsend,https://github.com/localsend/localsend,66243,979,0,24,0,Dart,0,0,0,3535,An open-source cross-platform alternative to AirDrop
ansible,ansible,https://github.com/ansible/ansible,65981,4915,0,10000,0,Python,0,0,0,24055,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com."
awesome-cpp,fffaraz,https://github.com/fffaraz/awesome-cpp,65773,4052,0,0,0,Unknown,0,0,0,8076,"A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff."
tabby,Eugeny,https://github.com/Eugeny/tabby,65622,3162,0,10000,0,TypeScript,0,0,0,3688,A terminal for a more modern age
33-js-concepts,leonardomso,https://github.com/leonardomso/33-js-concepts,65529,2542,0,0,0,JavaScript,0,0,0,9107,📜 33 JavaScript concepts every developer should know.
webpack,webpack,https://github.com/webpack/webpack,65494,4911,0,10000,0,JavaScript,0,0,0,9092,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff."
uv,astral-sh,https://github.com/astral-sh/uv,65366,688,0,10000,0,Rust,0,0,0,1903,"An extremely fast Python package and project manager, written in Rust."
act,nektos,https://github.com/nektos/act,65227,2422,0,88,0,Go,0,0,0,1701,Run your GitHub Actions locally 🚀
servers,modelcontextprotocol,https://github.com/modelcontextprotocol/servers,65073,275,0,19,0,TypeScript,0,0,0,7587,Model Context Protocol Servers
